filename,path,split,class,label,width,height,aspect_ratio,file_size_kb,mode,format,has_alpha,has_exif,exif_tag_count,camera,r_mean,g_mean,b_mean,r_std,g_std,b_std,brightness,contrast,saturation_mean,saturation_std,color_entropy,blur_score,colorfulness,high_freq_energy
sample_4053.jpg,newfinetune2\train\real\sample_4053.jpg,train,real,0,474,627,0.756,45.95,RGB,JPEG,False,False,,,116.09,163.05,166.84,49.97,37.38,39.29,148.66,38.33,0.3794,0.1925,7.3959,232.49,47.08,46235.57
sample_4056.jpg,newfinetune2\train\real\sample_4056.jpg,train,real,0,665,482,1.38,140.12,RGB,JPEG,False,False,,,130.45,127.81,102.75,58.07,59.28,62.84,120.34,56.18,0.3862,0.2438,7.8648,1784.78,49.8,57991.3
sample_4057.jpg,newfinetune2\train\real\sample_4057.jpg,train,real,0,450,322,1.398,54.8,RGB,JPEG,False,False,,,166.16,156.12,148.19,72.23,72.58,80.84,156.82,73.19,0.2473,0.2056,7.7093,1357.1,38.78,57899.76
sample_4058.jpg,newfinetune2\train\real\sample_4058.jpg,train,real,0,320,240,1.333,26.69,RGB,JPEG,False,False,,,78.14,65.74,59.08,88.35,81.81,82.42,67.65,81.36,0.3656,0.3764,5.6408,2352.13,51.58,48509.36
sample_4062.jpg,newfinetune2\train\real\sample_4062.jpg,train,real,0,578,315,1.835,41.82,RGB,JPEG,False,False,,,115.1,100.03,104.12,40.83,38.55,43.49,106.42,38.47,0.2161,0.1511,7.2689,171.96,33.38,16375.68
sample_4063.jpg,newfinetune2\train\real\sample_4063.jpg,train,real,0,1024,616,1.662,109.27,RGB,JPEG,False,False,,,34.17,81.03,159.61,55.51,42.6,56.31,91.6,39.47,0.7658,0.3421,7.0783,220.29,102.23,36008.72
sample_4066.jpg,newfinetune2\train\real\sample_4066.jpg,train,real,0,634,845,0.75,121.49,RGB,JPEG,False,False,,,175.75,171.42,173.88,75.45,78.02,75.06,173.69,75.33,0.1335,0.1537,6.1201,408.45,25.79,71444.58
sample_4067.jpg,newfinetune2\train\real\sample_4067.jpg,train,real,0,768,1152,0.667,96.57,RGB,JPEG,False,False,,,205.38,196.29,198.26,27.18,28.15,32.75,199.98,28.73,0.0619,0.0748,6.01,261.4,15.88,26722.09
sample_407.jpg,newfinetune2\train\real\sample_407.jpg,train,real,0,474,670,0.707,88.78,RGB,JPEG,False,False,,,196.75,197.65,198.02,81.57,80.43,79.97,197.47,80.65,0.0208,0.0551,5.3768,2027.68,3.08,73237.51
sample_4073.jpg,newfinetune2\train\real\sample_4073.jpg,train,real,0,1024,1024,1.0,260.22,RGB,JPEG,False,False,,,152.5,142.58,138.26,55.69,57.58,56.18,144.45,55.97,0.1279,0.1351,7.5205,45.83,20.76,47137.47
sample_4080.jpg,newfinetune2\train\real\sample_4080.jpg,train,real,0,564,663,0.851,149.9,RGB,JPEG,False,False,,,124.76,100.29,78.26,64.98,69.09,74.52,101.1,65.86,0.4872,0.309,7.8458,1361.47,58.48,54575.65
sample_4081.jpg,newfinetune2\train\real\sample_4081.jpg,train,real,0,848,1280,0.662,303.29,RGB,JPEG,False,False,,,113.62,95.78,72.97,53.93,49.77,47.81,94.13,46.86,0.3569,0.2782,7.409,155.5,51.99,39200.58
sample_4083.jpg,newfinetune2\train\real\sample_4083.jpg,train,real,0,1024,682,1.501,104.59,RGB,JPEG,False,False,,,62.03,47.62,39.03,67.51,59.51,53.01,49.56,58.73,0.4053,0.2058,6.4122,89.4,38.43,30920.54
sample_4084.jpg,newfinetune2\train\real\sample_4084.jpg,train,real,0,1877,2500,0.751,839.54,RGB,JPEG,False,False,,,208.29,191.25,186.06,78.96,93.68,97.05,195.2,87.35,0.1926,0.3073,4.5885,633.31,57.75,100864.59
sample_4085.jpg,newfinetune2\train\real\sample_4085.jpg,train,real,0,512,256,2.0,45.11,RGB,JPEG,False,False,,,113.48,109.44,107.44,70.78,66.95,64.19,110.12,66.66,0.1056,0.1713,6.3268,2750.37,22.31,83841.5
sample_4094.jpg,newfinetune2\train\real\sample_4094.jpg,train,real,0,600,600,1.0,67.54,RGB,JPEG,False,False,,,138.99,52.56,77.34,61.09,94.19,82.26,89.63,76.9,0.744,0.3901,6.5875,756.12,81.4,60256.83
sample_4103.jpg,newfinetune2\train\real\sample_4103.jpg,train,real,0,1100,869,1.266,254.0,RGB,JPEG,False,False,,,116.53,118.2,113.43,49.34,48.98,48.25,116.05,48.85,0.0482,0.0221,7.3971,202.99,3.05,47184.03
sample_4106.jpg,newfinetune2\train\real\sample_4106.jpg,train,real,0,157,200,0.785,9.2,RGB,JPEG,False,False,,,54.79,15.84,28.22,67.32,29.39,35.11,32.95,39.83,0.589,0.259,6.0645,1776.36,72.4,19070.91
sample_4108.jpg,newfinetune2\train\real\sample_4108.jpg,train,real,0,150,200,0.75,8.98,RGB,JPEG,False,False,,,187.72,179.44,176.02,80.78,82.97,83.52,181.06,81.69,0.1128,0.1758,6.2623,2475.77,28.02,18901.61
sample_411.jpg,newfinetune2\train\real\sample_411.jpg,train,real,0,300,380,0.789,48.59,RGB,JPEG,False,False,,,157.38,163.26,170.14,94.26,84.63,81.21,163.59,82.99,0.2188,0.3102,6.8588,3215.22,60.61,87193.21
sample_4110.jpg,newfinetune2\train\real\sample_4110.jpg,train,real,0,493,350,1.409,45.53,RGB,JPEG,False,False,,,126.97,114.76,122.68,82.56,74.36,72.36,121.47,74.11,0.3025,0.1739,7.7831,869.18,39.12,47172.85
sample_4117.jpg,newfinetune2\train\real\sample_4117.jpg,train,real,0,472,1645,0.287,153.0,RGB,JPEG,False,False,,,199.63,201.02,205.97,73.26,70.11,63.3,202.2,68.22,0.0885,0.1592,5.7048,1216.36,24.2,54272.07
sample_4119.jpg,newfinetune2\train\real\sample_4119.jpg,train,real,0,478,640,0.747,71.49,RGB,JPEG,False,False,,,134.06,134.06,134.06,52.2,52.2,52.2,134.06,52.2,0.0,0.0,7.5687,609.89,0.0,36635.51
sample_4121.jpg,newfinetune2\train\real\sample_4121.jpg,train,real,0,360,480,0.75,16.14,RGB,JPEG,False,False,,,237.02,240.55,222.03,47.81,47.27,71.16,233.2,52.36,0.0934,0.2215,2.3548,372.46,50.94,31840.87
sample_4123.jpg,newfinetune2\train\real\sample_4123.jpg,train,real,0,1140,1562,0.73,287.08,RGB,JPEG,False,False,,,178.58,159.45,159.29,65.38,61.14,62.33,165.77,62.46,0.1262,0.1092,7.642,74.7,25.22,27936.24
sample_4124.jpg,newfinetune2\train\real\sample_4124.jpg,train,real,0,736,552,1.333,76.55,RGB,JPEG,False,False,,,167.93,112.54,95.35,72.05,55.6,47.43,125.27,57.47,0.471,0.1264,7.7455,757.36,51.75,65796.84
sample_4126.jpg,newfinetune2\train\real\sample_4126.jpg,train,real,0,1000,1666,0.6,263.71,RGB,JPEG,False,False,,,140.84,152.96,108.99,37.82,47.09,35.11,134.26,35.23,0.3045,0.1995,7.4524,611.85,52.58,31405.66
sample_4129.jpg,newfinetune2\train\real\sample_4129.jpg,train,real,0,112,160,0.7,12.47,RGB,JPEG,False,False,,,128.49,92.75,79.74,68.7,58.8,53.95,100.32,57.76,0.3972,0.2109,7.8113,9046.52,57.07,11469.08
sample_4134.jpg,newfinetune2\train\real\sample_4134.jpg,train,real,0,502,640,0.784,74.1,RGB,JPEG,False,False,,,59.29,61.65,62.57,47.46,45.63,44.12,61.17,45.49,0.2137,0.1675,7.2671,808.71,9.91,55380.17
sample_4139.jpg,newfinetune2\train\real\sample_4139.jpg,train,real,0,620,430,1.442,99.47,RGB,JPEG,False,False,,,93.38,80.38,78.65,73.25,75.7,67.23,84.14,66.3,0.5189,0.2958,7.6787,608.57,62.27,56589.28
sample_414.jpg,newfinetune2\train\real\sample_414.jpg,train,real,0,1000,1000,1.0,163.68,RGB,JPEG,False,False,,,213.29,211.17,212.7,61.25,65.94,69.65,212.39,65.23,0.0736,0.1275,5.789,391.05,18.05,40526.05
sample_4144.jpg,newfinetune2\train\real\sample_4144.jpg,train,real,0,324,324,1.0,21.43,RGB,JPEG,False,False,,,179.68,176.37,182.57,80.13,81.58,73.93,179.54,77.77,0.1262,0.183,4.4536,1032.75,26.68,41400.46
sample_415.jpg,newfinetune2\train\real\sample_415.jpg,train,real,0,600,450,1.333,76.98,RGB,JPEG,False,False,,,131.16,124.68,115.31,60.4,61.69,58.59,123.72,59.52,0.1941,0.1815,7.2835,673.07,23.27,37227.77
sample_4152.jpg,newfinetune2\train\real\sample_4152.jpg,train,real,0,1340,1060,1.264,175.01,RGB,JPEG,False,False,,,181.25,182.06,182.93,112.27,111.26,111.11,182.08,110.95,0.0274,0.1334,2.2726,2017.26,27.74,81721.33
sample_4160.jpg,newfinetune2\train\real\sample_4160.jpg,train,real,0,600,600,1.0,29.82,RGB,JPEG,False,False,,,231.32,228.17,228.15,60.71,66.92,66.72,229.21,64.54,0.0332,0.109,1.8983,260.76,15.89,32423.93
sample_4161.jpg,newfinetune2\train\real\sample_4161.jpg,train,real,0,244,244,1.0,10.95,RGB,JPEG,False,False,,,232.14,229.6,230.2,55.38,58.95,59.11,230.64,57.52,0.0549,0.1678,3.5124,1667.66,14.69,46861.34
sample_4162.jpg,newfinetune2\train\real\sample_4162.jpg,train,real,0,1200,674,1.78,138.37,RGB,JPEG,False,False,,,104.93,93.92,79.48,76.08,74.75,73.41,92.78,74.21,0.3402,0.2403,7.6862,103.39,26.14,29873.32
sample_417.jpg,newfinetune2\train\real\sample_417.jpg,train,real,0,236,378,0.624,24.95,RGB,JPEG,False,False,,,165.9,158.25,146.64,81.6,87.05,89.99,156.93,84.45,0.2288,0.2813,7.3367,1323.52,42.4,38885.64
sample_4171.jpg,newfinetune2\train\real\sample_4171.jpg,train,real,0,180,256,0.703,14.82,RGB,JPEG,False,False,,,127.75,125.84,122.05,90.15,89.74,88.38,125.21,89.4,0.0748,0.1437,7.3697,834.44,5.6,19769.12
sample_4173.jpg,newfinetune2\train\real\sample_4173.jpg,train,real,0,651,663,0.982,135.32,RGB,JPEG,False,False,,,166.36,62.64,193.67,39.77,40.71,50.35,140.89,35.03,0.708,0.1544,7.8527,815.02,94.09,75359.77
sample_4177.jpg,newfinetune2\train\real\sample_4177.jpg,train,real,0,319,480,0.665,56.08,RGB,JPEG,False,False,,,95.97,88.93,78.69,55.13,47.03,33.61,87.86,44.11,0.2171,0.1298,6.9112,1190.02,31.57,65645.48
sample_4181.jpg,newfinetune2\train\real\sample_4181.jpg,train,real,0,320,180,1.778,22.55,RGB,JPEG,False,False,,,50.52,43.74,87.24,65.16,59.31,66.7,60.5,54.64,0.7494,0.2516,7.1776,4796.2,74.47,45149.98
sample_4186.jpg,newfinetune2\train\real\sample_4186.jpg,train,real,0,893,902,0.99,95.53,RGB,JPEG,False,False,,,193.6,183.8,179.65,64.58,73.52,76.66,185.68,71.06,0.1319,0.2037,7.0098,166.05,26.58,35199.93
sample_4187.jpg,newfinetune2\train\real\sample_4187.jpg,train,real,0,800,430,1.86,64.37,RGB,JPEG,False,False,,,115.83,143.8,161.76,56.87,53.47,50.55,140.46,51.06,0.3497,0.1598,7.6792,183.3,43.21,28628.32
sample_419.jpg,newfinetune2\train\real\sample_419.jpg,train,real,0,660,495,1.333,199.78,RGB,JPEG,False,False,,,130.33,112.61,103.38,77.62,75.4,76.76,115.44,74.89,0.2723,0.281,7.9121,10056.86,43.37,136807.01
sample_4190.jpg,newfinetune2\train\real\sample_4190.jpg,train,real,0,600,450,1.333,53.64,RGB,JPEG,False,False,,,201.94,169.88,135.59,45.06,48.91,59.4,169.14,47.07,0.3408,0.2279,7.6139,262.32,63.29,23661.07
sample_4199.jpg,newfinetune2\train\real\sample_4199.jpg,train,real,0,1000,620,1.613,167.62,RGB,JPEG,False,False,,,233.0,137.82,145.92,32.3,114.39,103.75,172.25,78.74,0.4455,0.4437,5.6343,2802.17,140.52,67723.85
sample_42.jpg,newfinetune2\train\real\sample_42.jpg,train,real,0,666,1000,0.666,63.7,RGB,JPEG,False,False,,,246.29,234.99,231.35,22.34,40.37,48.2,237.54,36.29,0.0729,0.1513,2.6075,134.17,33.97,25697.2
sample_4200.jpg,newfinetune2\train\real\sample_4200.jpg,train,real,0,650,434,1.498,149.03,RGB,JPEG,False,False,,,140.51,140.93,137.66,80.41,83.25,87.98,139.7,83.3,0.1639,0.1706,7.5098,4019.17,21.7,109928.23
sample_4207.jpg,newfinetune2\train\real\sample_4207.jpg,train,real,0,500,364,1.374,98.17,RGB,JPEG,False,False,,,114.71,95.26,83.59,91.79,84.04,78.75,97.85,83.45,0.3385,0.293,7.65,5901.27,44.58,112150.32
sample_4222.jpg,newfinetune2\train\real\sample_4222.jpg,train,real,0,569,800,0.711,107.16,RGB,JPEG,False,False,,,130.6,130.6,130.6,60.74,60.74,60.74,130.6,60.74,0.0,0.0,7.678,650.49,0.0,40741.24
sample_4231.jpg,newfinetune2\train\real\sample_4231.jpg,train,real,0,512,512,1.0,107.03,RGB,JPEG,False,False,,,145.63,134.7,120.01,74.42,69.33,70.92,133.45,66.13,0.3302,0.243,7.9374,1921.9,58.8,66904.5
sample_4234.jpg,newfinetune2\train\real\sample_4234.jpg,train,real,0,480,719,0.668,91.95,RGB,JPEG,False,False,,,192.94,180.39,159.22,51.69,60.18,74.76,177.52,60.85,0.237,0.2289,7.6284,689.37,42.23,65842.78
sample_4235.jpg,newfinetune2\train\real\sample_4235.jpg,train,real,0,600,750,0.8,43.59,RGB,JPEG,False,False,,,105.56,103.09,102.57,104.92,104.17,103.35,103.74,104.03,0.0475,0.087,5.4609,262.05,12.22,32937.67
sample_4236.jpg,newfinetune2\train\real\sample_4236.jpg,train,real,0,1000,1400,0.714,208.51,RGB,JPEG,False,False,,,209.62,195.55,213.83,63.25,79.75,58.42,206.33,66.24,0.1589,0.2147,4.6428,281.4,35.89,35383.61
sample_4242.jpg,newfinetune2\train\real\sample_4242.jpg,train,real,0,330,462,0.714,59.13,RGB,JPEG,False,False,,,112.31,104.44,101.82,85.98,81.67,78.67,106.19,80.2,0.3846,0.2398,7.576,2214.35,35.64,73325.36
sample_4245.jpg,newfinetune2\train\real\sample_4245.jpg,train,real,0,192,300,0.64,17.0,RGB,JPEG,False,False,,,181.77,177.67,186.53,95.48,78.17,72.78,181.99,73.34,0.3593,0.3777,5.9726,791.87,81.36,20841.17
sample_4251.jpg,newfinetune2\train\real\sample_4251.jpg,train,real,0,960,525,1.829,180.47,RGB,JPEG,False,False,,,108.31,95.21,77.8,82.63,63.92,58.18,93.77,65.13,0.4599,0.226,7.8262,1411.33,51.97,59376.8
sample_4252.jpg,newfinetune2\train\real\sample_4252.jpg,train,real,0,574,574,1.0,28.83,RGB,JPEG,False,False,,,199.39,193.65,194.79,37.77,43.84,49.96,195.95,41.23,0.1443,0.1325,6.7812,32.03,32.58,6811.67
sample_4255.jpg,newfinetune2\train\real\sample_4255.jpg,train,real,0,300,470,0.638,37.91,RGB,JPEG,False,False,,,184.39,144.19,107.81,45.32,60.69,71.66,145.46,56.66,0.4597,0.2824,7.8997,1024.39,65.52,47355.58
sample_4257.jpg,newfinetune2\train\real\sample_4257.jpg,train,real,0,1632,1224,1.333,360.67,RGB,JPEG,False,False,,,180.6,231.09,225.13,92.13,28.59,32.76,212.27,40.05,0.2885,0.3563,6.3757,253.63,112.71,34436.42
sample_4265.jpg,newfinetune2\train\real\sample_4265.jpg,train,real,0,1536,2732,0.562,677.48,RGB,JPEG,False,False,,,75.96,8.04,8.78,62.29,23.97,24.3,30.93,29.79,0.7178,0.4024,5.2688,154.84,89.28,35361.46
sample_4266.jpg,newfinetune2\train\real\sample_4266.jpg,train,real,0,600,826,0.726,120.63,RGB,JPEG,False,False,,,82.74,77.51,73.95,60.42,59.71,59.12,78.07,59.72,0.2162,0.2672,6.9374,839.3,6.27,61419.04
sample_4274.jpg,newfinetune2\train\real\sample_4274.jpg,train,real,0,170,106,1.604,8.42,RGB,JPEG,False,False,,,140.69,128.05,117.31,49.52,48.42,45.56,128.68,47.29,0.1773,0.1409,7.6079,2996.66,22.85,6136.67
sample_428.jpg,newfinetune2\train\real\sample_428.jpg,train,real,0,659,540,1.22,128.01,RGB,JPEG,False,False,,,176.41,171.31,157.28,68.41,67.08,64.0,168.33,66.36,0.1239,0.0804,7.6209,859.41,14.64,54189.58
sample_4286.jpg,newfinetune2\train\real\sample_4286.jpg,train,real,0,300,450,0.667,57.11,RGB,JPEG,False,False,,,136.54,98.72,74.86,73.46,67.01,64.46,103.37,66.0,0.5157,0.2504,7.8998,1090.93,57.2,45687.83
sample_4291.jpg,newfinetune2\train\real\sample_4291.jpg,train,real,0,1000,667,1.499,283.55,RGB,JPEG,False,False,,,86.41,80.85,81.24,58.75,57.49,57.41,82.84,56.82,0.2677,0.205,7.5729,3332.18,23.6,77728.8
sample_4292.jpg,newfinetune2\train\real\sample_4292.jpg,train,real,0,480,360,1.333,34.55,RGB,JPEG,False,False,,,106.29,109.16,100.65,69.24,73.14,72.72,105.37,71.17,0.1672,0.2159,6.5626,998.82,19.16,49695.75
sample_4293.jpg,newfinetune2\train\real\sample_4293.jpg,train,real,0,600,400,1.5,42.99,RGB,JPEG,False,False,,,117.41,151.0,183.18,87.48,73.17,73.48,150.53,72.54,0.4085,0.3246,7.6258,433.07,80.36,33632.81
sample_43.jpg,newfinetune2\train\real\sample_43.jpg,train,real,0,240,240,1.0,21.21,RGB,JPEG,False,False,,,186.53,170.6,158.17,88.62,92.74,96.35,171.77,87.08,0.3196,0.3536,6.3553,1430.92,72.29,26115.34
sample_4302.jpg,newfinetune2\train\real\sample_4302.jpg,train,real,0,550,550,1.0,110.22,RGB,JPEG,False,False,,,121.99,124.55,107.76,62.77,64.79,74.15,118.1,66.48,0.2627,0.1998,7.8428,1348.63,24.85,79689.05
sample_4303.jpg,newfinetune2\train\real\sample_4303.jpg,train,real,0,590,590,1.0,91.59,RGB,JPEG,False,False,,,130.51,135.43,146.1,48.08,43.88,46.26,137.35,45.16,0.1731,0.1107,7.4659,868.83,21.23,71184.99
sample_4310.jpg,newfinetune2\train\real\sample_4310.jpg,train,real,0,684,1024,0.668,137.88,RGB,JPEG,False,False,,,166.0,137.6,105.76,82.19,67.99,71.61,136.45,71.23,0.467,0.3036,7.7203,377.94,60.79,33733.0
sample_4317.jpg,newfinetune2\train\real\sample_4317.jpg,train,real,0,583,456,1.279,108.72,RGB,JPEG,False,False,,,159.03,137.34,122.34,63.53,71.68,77.76,139.57,68.23,0.3148,0.2498,7.828,412.82,54.99,40253.55
sample_4322.jpg,newfinetune2\train\real\sample_4322.jpg,train,real,0,980,552,1.775,169.28,RGB,JPEG,False,False,,,107.92,106.12,105.52,57.26,57.92,63.28,106.52,57.55,0.2783,0.2274,7.8002,570.41,31.9,40781.17
sample_4326.jpg,newfinetune2\train\real\sample_4326.jpg,train,real,0,220,150,1.467,13.9,RGB,JPEG,False,False,,,69.71,60.72,62.34,89.69,83.56,84.01,64.25,84.69,0.357,0.3891,5.7333,4520.58,33.22,19205.25
sample_4327.jpg,newfinetune2\train\real\sample_4327.jpg,train,real,0,107,160,0.669,5.69,RGB,JPEG,False,False,,,184.35,176.68,171.4,93.68,95.35,98.13,177.48,95.09,0.112,0.1718,5.4505,1663.17,28.53,3928.65
sample_4329.jpg,newfinetune2\train\real\sample_4329.jpg,train,real,0,347,260,1.335,42.83,RGB,JPEG,False,False,,,137.81,119.66,105.12,84.25,78.73,76.11,120.87,77.77,0.2982,0.2332,7.7744,3044.09,47.23,61800.77
sample_433.jpg,newfinetune2\train\real\sample_433.jpg,train,real,0,630,420,1.5,85.34,RGB,JPEG,False,False,,,117.09,95.87,83.66,69.25,70.24,69.84,98.87,66.03,0.415,0.2789,7.831,538.53,56.59,53765.67
sample_4334.jpg,newfinetune2\train\real\sample_4334.jpg,train,real,0,800,466,1.717,112.18,RGB,JPEG,False,False,,,109.94,102.31,93.05,73.42,75.99,74.43,101.76,73.44,0.3216,0.2442,7.8032,960.42,30.65,56205.48
sample_4335.jpg,newfinetune2\train\real\sample_4335.jpg,train,real,0,665,435,1.529,62.13,RGB,JPEG,False,False,,,74.21,66.36,73.27,52.55,41.46,41.62,71.28,44.33,0.1781,0.1018,6.871,587.91,24.47,35589.74
sample_4336.jpg,newfinetune2\train\real\sample_4336.jpg,train,real,0,640,480,1.333,135.42,RGB,JPEG,False,False,,,109.7,89.63,80.52,80.11,66.03,60.01,93.28,65.26,0.3538,0.2136,7.7243,1830.31,56.83,82083.07
sample_4355.jpg,newfinetune2\train\real\sample_4355.jpg,train,real,0,320,320,1.0,36.21,RGB,JPEG,False,False,,,98.39,87.12,88.65,86.13,76.56,69.02,91.39,76.36,0.3339,0.2223,7.5987,1615.31,29.34,55961.41
sample_4358.jpg,newfinetune2\train\real\sample_4358.jpg,train,real,0,224,126,1.778,7.86,RGB,JPEG,False,False,,,146.02,148.04,152.85,49.48,48.99,45.06,148.97,47.52,0.0977,0.1244,7.2831,895.0,13.83,6744.28
sample_436.jpg,newfinetune2\train\real\sample_436.jpg,train,real,0,1280,720,1.778,119.4,RGB,JPEG,False,False,,,124.17,132.2,121.63,47.16,45.44,42.79,126.0,41.39,0.2602,0.1461,7.478,20.82,36.17,22814.18
sample_4360.jpg,newfinetune2\train\real\sample_4360.jpg,train,real,0,425,319,1.332,49.64,RGB,JPEG,False,False,,,138.93,128.91,125.84,69.56,69.31,67.44,131.23,68.32,0.1346,0.1078,7.5954,934.47,20.49,44069.16
sample_4363.jpg,newfinetune2\train\real\sample_4363.jpg,train,real,0,1180,1303,0.906,272.87,RGB,JPEG,False,False,,,171.05,156.22,160.11,78.75,82.93,81.7,162.46,80.27,0.2124,0.2621,7.2343,213.28,30.6,54095.61
sample_4367.jpg,newfinetune2\train\real\sample_4367.jpg,train,real,0,1920,1920,1.0,252.05,RGB,JPEG,False,False,,,167.01,159.32,153.83,65.74,69.84,73.06,160.05,69.21,0.1163,0.1711,6.5091,63.58,20.26,25428.15
sample_4378.jpg,newfinetune2\train\real\sample_4378.jpg,train,real,0,700,700,1.0,230.17,RGB,JPEG,False,False,,,169.28,153.5,132.34,69.3,67.03,64.3,151.71,64.76,0.2871,0.1997,7.8455,2006.67,43.47,94421.41
sample_438.jpg,newfinetune2\train\real\sample_438.jpg,train,real,0,191,207,0.923,7.73,RGB,JPEG,False,False,,,241.24,236.8,235.4,35.54,42.82,46.16,237.81,40.89,0.048,0.1157,3.3582,1552.71,20.52,25863.58
sample_4380.jpg,newfinetune2\train\real\sample_4380.jpg,train,real,0,140,280,0.5,12.09,RGB,JPEG,False,False,,,170.6,167.56,171.04,53.49,53.28,53.8,169.73,53.17,0.0615,0.0782,6.3598,3583.44,13.95,30699.69
sample_4383.jpg,newfinetune2\train\real\sample_4383.jpg,train,real,0,460,580,0.793,46.41,RGB,JPEG,False,False,,,141.09,138.74,137.72,112.52,111.73,109.81,139.19,111.19,0.1421,0.2142,6.1222,1029.28,14.49,60290.39
sample_4385.jpg,newfinetune2\train\real\sample_4385.jpg,train,real,0,682,1024,0.666,189.72,RGB,JPEG,False,False,,,181.69,160.11,135.54,63.68,70.24,71.37,159.11,66.68,0.3032,0.1999,7.7891,1250.83,45.18,49838.3
sample_4389.jpg,newfinetune2\train\real\sample_4389.jpg,train,real,0,320,180,1.778,28.81,RGB,JPEG,False,False,,,112.36,119.24,108.18,77.31,77.34,64.79,113.26,68.98,0.3709,0.1859,7.8117,9253.25,53.63,71309.56
sample_439.jpg,newfinetune2\train\real\sample_439.jpg,train,real,0,948,533,1.779,162.85,RGB,JPEG,False,False,,,82.99,84.57,69.34,69.87,65.57,58.98,78.97,62.87,0.3949,0.2657,7.5654,426.78,37.73,41609.61
sample_4391.jpg,newfinetune2\train\real\sample_4391.jpg,train,real,0,1200,800,1.5,261.39,RGB,JPEG,False,False,,,98.49,122.46,149.81,84.39,68.49,81.58,123.58,67.37,0.4797,0.3452,7.699,1515.19,91.75,53108.84
sample_4398.jpg,newfinetune2\train\real\sample_4398.jpg,train,real,0,460,259,1.776,20.86,RGB,JPEG,False,False,,,33.56,28.45,71.49,51.3,33.54,60.03,44.5,34.34,0.6957,0.2772,6.6308,317.84,82.67,21704.0
sample_4402.jpg,newfinetune2\train\real\sample_4402.jpg,train,real,0,736,1041,0.707,392.16,RGB,JPEG,False,False,,,159.01,165.67,176.24,91.13,83.55,75.03,166.97,81.1,0.1906,0.3107,7.5194,3325.37,46.63,201710.94
sample_4409.jpg,newfinetune2\train\real\sample_4409.jpg,train,real,0,514,514,1.0,132.02,RGB,JPEG,False,False,,,116.65,103.9,103.97,78.92,75.14,82.81,108.17,76.58,0.3324,0.206,7.861,1618.24,39.65,87976.08
sample_4411.jpg,newfinetune2\train\real\sample_4411.jpg,train,real,0,1600,1192,1.342,275.51,RGB,JPEG,False,False,,,202.6,207.02,213.2,72.31,64.3,55.78,207.61,63.36,0.116,0.1968,5.0065,445.15,28.5,43591.18
sample_4413.jpg,newfinetune2\train\real\sample_4413.jpg,train,real,0,643,798,0.806,88.6,RGB,JPEG,False,False,,,145.86,116.7,92.64,53.94,55.04,62.76,118.4,53.87,0.4393,0.2404,7.7855,94.32,52.07,39363.55
sample_4415.jpg,newfinetune2\train\real\sample_4415.jpg,train,real,0,2500,1333,1.875,777.8,RGB,JPEG,False,False,,,105.2,105.91,108.81,69.51,71.49,76.37,106.64,71.95,0.1631,0.1123,7.7557,123.86,18.37,81599.31
sample_442.jpg,newfinetune2\train\real\sample_442.jpg,train,real,0,1060,1590,0.667,133.89,RGB,JPEG,False,False,,,212.78,212.71,217.61,74.7,75.67,74.44,214.37,74.45,0.0678,0.1016,3.5647,98.06,20.05,26684.75
sample_4421.jpg,newfinetune2\train\real\sample_4421.jpg,train,real,0,336,280,1.2,62.83,RGB,JPEG,False,False,,,177.59,147.14,136.42,65.04,70.36,71.21,153.72,68.15,0.2877,0.1962,7.8451,8579.64,35.64,152582.94
sample_4425.jpg,newfinetune2\train\real\sample_4425.jpg,train,real,0,780,710,1.099,93.31,RGB,JPEG,False,False,,,85.86,56.12,36.69,64.45,54.26,44.18,59.56,53.24,0.6751,0.2168,7.2339,78.16,43.27,21567.38
sample_4429.jpg,newfinetune2\train\real\sample_4429.jpg,train,real,0,584,664,0.88,116.53,RGB,JPEG,False,False,,,51.4,53.14,46.04,56.09,45.72,45.68,50.2,48.58,0.3087,0.2264,6.7543,355.67,19.94,40740.01
sample_443.jpg,newfinetune2\train\real\sample_443.jpg,train,real,0,320,240,1.333,19.09,RGB,JPEG,False,False,,,76.04,63.92,63.5,64.49,64.75,63.98,67.82,64.02,0.2814,0.1476,6.7796,1168.49,18.44,37941.59
sample_4430.jpg,newfinetune2\train\real\sample_4430.jpg,train,real,0,768,432,1.778,40.58,RGB,JPEG,False,False,,,52.97,51.49,53.87,36.11,30.34,28.02,52.78,30.51,0.2276,0.1612,6.5488,204.5,19.19,24500.29
sample_4437.jpg,newfinetune2\train\real\sample_4437.jpg,train,real,0,237,237,1.0,11.4,RGB,JPEG,False,False,,,153.37,153.84,155.48,80.45,77.06,74.3,154.23,77.03,0.1073,0.1037,6.2543,927.48,13.94,15460.04
sample_4438.jpg,newfinetune2\train\real\sample_4438.jpg,train,real,0,683,1024,0.667,110.99,RGB,JPEG,False,False,,,218.78,179.34,167.62,45.59,41.54,39.84,188.58,41.45,0.2446,0.0969,7.118,2151.16,33.91,115532.06
sample_4440.jpg,newfinetune2\train\real\sample_4440.jpg,train,real,0,680,1088,0.625,391.86,RGB,JPEG,False,False,,,149.99,138.15,109.52,73.29,79.41,68.19,132.55,69.16,0.3979,0.2668,7.9634,3555.54,62.79,112457.97
